ID,Education,Income,Recency,NumWebVisitsMonth,Complain,Response,age,Living_With,Years_Since_Registration,Customer_Spent,Total_purcheses,Num_Children,Total_Accept_cmp,Clusters
503.0,1,20559.0,88.0,8.0,0.0,0.0,39.0,1,11,53.0,7.0,1.0,0.0,2
8430.0,0,21994.0,4.0,5.0,0.0,0.0,67.0,1,12,22.0,4.0,1.0,0.0,2
2139.0,1,7500.0,19.0,5.0,0.0,0.0,49.0,1,11,31.0,8.0,1.0,0.0,2
9909.0,2,7500.0,24.0,9.0,0.0,1.0,28.0,1,12,122.0,10.0,0.0,0.0,0
7286.0,0,41728.0,92.0,10.0,0.0,0.0,56.0,1,11,55.0,5.0,1.0,0.0,2
8614.0,0,65486.0,29.0,2.0,0.0,0.0,67.0,0,10,507.0,17.0,1.0,0.0,1
1331.0,0,35790.0,54.0,7.0,0.0,0.0,47.0,0,11,72.0,7.0,1.0,0.0,2
9381.0,0,66373.0,57.0,3.0,0.0,0.0,46.0,1,11,606.0,23.0,2.0,0.0,4
6260.0,1,82384.0,55.0,1.0,0.0,1.0,69.0,1,12,1957.0,27.0,0.0,1.0,3
10383.0,0,70287.0,30.0,3.0,0.0,1.0,58.0,0,11,1093.0,21.0,0.0,0.0,3
7437.0,0,27938.0,31.0,3.0,0.0,0.0,36.0,0,10,29.0,6.0,1.0,0.0,2
8375.0,1,55954.0,63.0,7.0,0.0,0.0,56.0,1,10,518.0,19.0,1.0,0.0,4
6853.0,1,75777.0,12.0,1.0,0.0,1.0,42.0,0,11,1438.0,21.0,0.0,2.0,3
3076.0,0,66653.0,18.0,3.0,0.0,0.0,49.0,1,12,612.0,22.0,2.0,0.0,4
1012.0,0,61823.0,26.0,7.0,0.0,0.0,72.0,0,11,884.0,24.0,1.0,0.0,4
6518.0,1,67680.0,8.0,5.0,0.0,0.0,73.0,0,11,606.0,19.0,1.0,0.0,4
4137.0,0,70666.0,29.0,4.0,0.0,0.0,76.0,1,11,1076.0,16.0,0.0,0.0,1
8082.0,0,25721.0,75.0,7.0,0.0,1.0,53.0,1,11,34.0,5.0,1.0,0.0,0
1386.0,0,32474.0,0.0,7.0,0.0,0.0,57.0,1,10,11.0,4.0,2.0,0.0,2
9369.0,2,88194.0,19.0,5.0,0.0,1.0,45.0,0,10,1274.0,32.0,1.0,2.0,3
4477.0,0,69096.0,4.0,4.0,0.0,0.0,66.0,1,11,653.0,18.0,1.0,0.0,4
1357.0,0,74854.0,90.0,5.0,0.0,0.0,54.0,1,11,1562.0,19.0,3.0,0.0,4
1402.0,1,66991.0,1.0,3.0,0.0,0.0,70.0,1,12,1253.0,21.0,0.0,0.0,1
6312.0,0,65031.0,29.0,7.0,0.0,0.0,65.0,1,11,863.0,30.0,1.0,0.0,4
8132.0,1,60631.0,88.0,7.0,0.0,0.0,49.0,1,11,661.0,24.0,2.0,1.0,4
1050.0,0,28332.0,58.0,2.0,0.0,0.0,72.0,1,10,65.0,8.0,0.0,0.0,2
5846.0,0,40246.0,68.0,6.0,0.0,0.0,47.0,0,12,13.0,4.0,1.0,0.0,0
7503.0,0,75825.0,40.0,4.0,0.0,1.0,48.0,0,12,2209.0,22.0,0.0,1.0,3
10401.0,2,26326.0,12.0,3.0,1.0,0.0,48.0,1,11,18.0,4.0,0.0,0.0,2
1618.0,0,56046.0,9.0,8.0,0.0,1.0,59.0,1,11,692.0,21.0,0.0,1.0,3
3332.0,0,29760.0,87.0,8.0,0.0,0.0,39.0,0,12,165.0,12.0,1.0,0.0,0
2261.0,0,26304.0,5.0,7.0,0.0,0.0,55.0,1,11,16.0,4.0,1.0,0.0,2
5346.0,2,23559.0,87.0,7.0,0.0,0.0,51.0,1,11,79.0,9.0,1.0,0.0,2
4119.0,1,38620.0,56.0,3.0,0.0,0.0,61.0,1,11,318.0,11.0,0.0,0.0,2
535.0,0,81361.0,18.0,1.0,0.0,0.0,37.0,0,10,778.0,27.0,0.0,0.0,1
5268.0,0,29440.0,95.0,7.0,0.0,0.0,64.0,1,11,56.0,7.0,2.0,0.0,2
273.0,1,36138.0,48.0,7.0,0.0,0.0,54.0,1,11,151.0,13.0,2.0,1.0,2
4452.0,0,50388.0,3.0,7.0,0.0,1.0,67.0,0,10,372.0,17.0,1.0,2.0,3
8504.0,0,79593.0,70.0,2.0,0.0,0.0,51.0,1,10,1366.0,19.0,0.0,1.0,1
771.0,0,54178.0,79.0,2.0,0.0,0.0,57.0,1,10,194.0,10.0,1.0,0.0,2
11178.0,1,42394.0,69.0,7.0,0.0,0.0,52.0,0,10,32.0,5.0,1.0,0.0,2
2230.0,1,23626.0,84.0,5.0,0.0,0.0,54.0,1,10,43.0,10.0,1.0,0.0,2
7516.0,0,30096.0,30.0,6.0,0.0,0.0,41.0,1,10,45.0,6.0,1.0,0.0,2
7247.0,0,47916.0,72.0,6.0,0.0,0.0,64.0,0,12,606.0,22.0,1.0,1.0,4
11100.0,0,51813.0,37.0,7.0,0.0,0.0,52.0,0,11,63.0,7.0,2.0,0.0,2
3037.0,1,50150.0,32.0,5.0,0.0,0.0,41.0,1,11,410.0,16.0,0.0,0.0,2
1473.0,2,47823.0,0.0,8.0,0.0,0.0,64.0,0,11,72.0,7.0,1.0,0.0,2
1016.0,1,34554.0,43.0,6.0,0.0,0.0,65.0,0,10,55.0,7.0,1.0,0.0,2
9370.0,1,65846.0,68.0,4.0,0.0,0.0,79.0,1,11,1120.0,16.0,0.0,0.0,1
8908.0,0,87195.0,35.0,1.0,0.0,1.0,65.0,1,10,1097.0,20.0,0.0,0.0,1
8373.0,2,24594.0,94.0,5.0,0.0,0.0,45.0,1,11,29.0,5.0,1.0,0.0,2
7533.0,0,49096.0,15.0,7.0,0.0,0.0,60.0,1,11,187.0,13.0,2.0,0.0,2
2683.0,0,52413.0,56.0,6.0,0.0,0.0,55.0,1,11,910.0,26.0,2.0,0.0,4
3629.0,0,38557.0,17.0,7.0,0.0,0.0,46.0,0,12,145.0,9.0,1.0,0.0,0
5077.0,0,77298.0,46.0,3.0,0.0,0.0,45.0,1,11,969.0,24.0,1.0,0.0,1
3267.0,1,57288.0,27.0,6.0,0.0,0.0,61.0,1,10,608.0,20.0,1.0,1.0,1
999.0,0,86037.0,95.0,3.0,0.0,1.0,33.0,0,11,730.0,25.0,0.0,2.0,3
9215.0,1,43974.0,19.0,7.0,0.0,0.0,44.0,1,12,551.0,21.0,1.0,0.0,0
2286.0,0,50785.0,27.0,6.0,0.0,0.0,62.0,0,11,114.0,8.0,2.0,0.0,2
1592.0,0,90765.0,25.0,1.0,0.0,0.0,54.0,1,10,1724.0,15.0,0.0,2.0,1
367.0,2,36550.0,74.0,9.0,0.0,0.0,46.0,1,11,577.0,20.0,1.0,0.0,2
5234.0,2,30753.0,85.0,5.0,0.0,0.0,57.0,1,11,81.0,7.0,2.0,0.0,2
9862.0,0,21918.0,37.0,6.0,0.0,0.0,55.0,1,11,33.0,7.0,1.0,0.0,2
9805.0,1,56129.0,65.0,4.0,0.0,0.0,71.0,1,11,660.0,22.0,1.0,0.0,4
6205.0,1,32557.0,13.0,5.0,0.0,1.0,57.0,0,10,80.0,9.0,1.0,0.0,0
8442.0,1,19510.0,63.0,7.0,0.0,0.0,39.0,1,11,30.0,6.0,2.0,0.0,2
7386.0,0,30992.0,83.0,7.0,0.0,0.0,48.0,0,11,43.0,5.0,1.0,0.0,2
7215.0,0,101970.0,69.0,2.0,0.0,1.0,41.0,0,11,1135.0,27.0,0.0,3.0,3
1491.0,2,71488.0,87.0,1.0,0.0,0.0,59.0,1,11,559.0,16.0,0.0,0.0,1
3381.0,1,54348.0,51.0,6.0,0.0,0.0,71.0,1,10,90.0,8.0,2.0,0.0,2
11051.0,1,77376.0,72.0,4.0,0.0,0.0,68.0,1,10,661.0,23.0,2.0,0.0,1
8026.0,0,62998.0,10.0,5.0,0.0,0.0,72.0,1,11,463.0,19.0,1.0,0.0,4
433.0,1,61331.0,42.0,8.0,0.0,0.0,66.0,0,11,632.0,23.0,2.0,0.0,4
9597.0,0,73448.0,10.0,4.0,0.0,0.0,55.0,1,10,725.0,19.0,0.0,0.0,1
5290.0,1,41551.0,51.0,8.0,0.0,0.0,60.0,1,11,279.0,16.0,2.0,0.0,2
1685.0,1,62981.0,21.0,3.0,0.0,0.0,57.0,1,11,1482.0,23.0,0.0,1.0,1
5342.0,2,9548.0,31.0,8.0,0.0,0.0,48.0,0,12,29.0,6.0,1.0,0.0,0
9579.0,1,33762.0,61.0,8.0,0.0,0.0,65.0,1,11,106.0,9.0,3.0,0.0,2
7660.0,1,35860.0,37.0,5.0,0.0,1.0,51.0,0,10,49.0,6.0,2.0,1.0,0
1461.0,1,36921.0,74.0,7.0,0.0,0.0,59.0,0,11,38.0,7.0,2.0,0.0,2
11084.0,1,65104.0,4.0,7.0,0.0,1.0,48.0,1,11,1053.0,17.0,1.0,0.0,3
8690.0,0,86111.0,73.0,2.0,0.0,0.0,62.0,1,11,1385.0,23.0,0.0,0.0,1
2937.0,1,68352.0,47.0,6.0,0.0,0.0,50.0,0,11,871.0,25.0,1.0,0.0,4
9701.0,0,41883.0,13.0,7.0,0.0,0.0,36.0,1,11,312.0,12.0,1.0,0.0,2
9949.0,0,59809.0,36.0,8.0,0.0,0.0,48.0,1,12,877.0,15.0,2.0,0.0,4
10837.0,0,23957.0,47.0,6.0,0.0,1.0,49.0,1,12,68.0,6.0,1.0,0.0,0
3120.0,0,38547.0,49.0,8.0,1.0,0.0,43.0,1,11,22.0,4.0,1.0,0.0,0
5885.0,2,35688.0,94.0,8.0,0.0,0.0,51.0,1,12,211.0,16.0,3.0,0.0,0
4050.0,1,49605.0,65.0,3.0,0.0,0.0,58.0,1,10,127.0,8.0,0.0,0.0,2
3830.0,1,59354.0,59.0,3.0,0.0,0.0,71.0,1,10,459.0,16.0,2.0,0.0,4
7987.0,0,65747.0,96.0,6.0,0.0,0.0,55.0,1,10,460.0,19.0,1.0,1.0,4
7798.0,2,46344.0,28.0,7.0,0.0,0.0,52.0,1,12,429.0,17.0,1.0,0.0,0
92.0,0,34176.0,12.0,6.0,0.0,0.0,36.0,0,10,89.0,11.0,1.0,0.0,2
7055.0,1,61010.0,57.0,5.0,0.0,0.0,72.0,1,12,1021.0,26.0,1.0,0.0,4
10240.0,0,69372.0,10.0,4.0,0.0,1.0,75.0,1,11,1381.0,21.0,0.0,2.0,3
3025.0,0,49967.0,4.0,7.0,0.0,0.0,66.0,0,11,306.0,15.0,1.0,0.0,4
9283.0,0,60199.0,49.0,4.0,0.0,0.0,46.0,0,11,18.0,4.0,3.0,0.0,2
9970.0,0,55375.0,3.0,2.0,0.0,0.0,47.0,1,11,162.0,9.0,1.0,0.0,2
2730.0,0,80317.0,64.0,1.0,0.0,0.0,69.0,0,11,1231.0,18.0,0.0,0.0,1
2795.0,1,30523.0,0.0,7.0,0.0,0.0,66.0,0,11,13.0,4.0,3.0,0.0,2
8182.0,0,23228.0,91.0,8.0,0.0,0.0,40.0,1,10,121.0,11.0,1.0,0.0,2
10095.0,1,74165.0,9.0,2.0,0.0,0.0,49.0,0,11,1293.0,20.0,0.0,0.0,1
4370.0,0,43482.0,83.0,6.0,0.0,0.0,58.0,1,11,88.0,9.0,3.0,0.0,2
10573.0,0,62551.0,27.0,3.0,0.0,0.0,71.0,0,11,421.0,18.0,0.0,1.0,1
3712.0,0,52332.0,63.0,4.0,0.0,0.0,65.0,0,11,259.0,12.0,0.0,1.0,4
3152.0,0,26091.0,84.0,5.0,0.0,0.0,67.0,1,10,89.0,9.0,2.0,0.0,2
5610.0,0,33456.0,58.0,7.0,0.0,0.0,59.0,1,10,36.0,6.0,2.0,0.0,2
6460.0,0,28718.0,78.0,8.0,0.0,0.0,42.0,1,11,57.0,7.0,1.0,0.0,2
1349.0,0,50447.0,4.0,6.0,0.0,0.0,54.0,1,10,148.0,8.0,2.0,0.0,2
1880.0,1,53537.0,17.0,5.0,0.0,0.0,65.0,1,10,93.0,8.0,2.0,0.0,2
641.0,0,52074.0,77.0,4.0,0.0,0.0,57.0,0,10,119.0,7.0,1.0,1.0,2
8717.0,1,80427.0,56.0,5.0,0.0,0.0,49.0,1,12,1835.0,28.0,1.0,0.0,4
10314.0,1,83837.0,79.0,4.0,0.0,1.0,76.0,1,12,1318.0,25.0,0.0,2.0,3
10854.0,1,38853.0,90.0,7.0,0.0,0.0,54.0,1,10,45.0,7.0,2.0,0.0,2
10492.0,0,38285.0,96.0,2.0,0.0,0.0,65.0,1,10,10.0,4.0,3.0,0.0,2
7698.0,1,51650.0,81.0,5.0,0.0,0.0,48.0,1,10,191.0,10.0,1.0,0.0,2
3559.0,2,16248.0,77.0,6.0,0.0,0.0,36.0,1,10,57.0,9.0,1.0,0.0,2
10562.0,1,66835.0,21.0,2.0,0.0,0.0,78.0,1,11,1033.0,24.0,0.0,0.0,1
10796.0,1,30477.0,16.0,6.0,0.0,0.0,40.0,1,10,66.0,6.0,1.0,0.0,2
2563.0,2,28249.0,80.0,6.0,0.0,0.0,63.0,1,10,43.0,6.0,0.0,0.0,2
3518.0,0,25271.0,45.0,9.0,0.0,0.0,41.0,1,12,50.0,5.0,1.0,0.0,0
5823.0,1,32303.0,63.0,5.0,0.0,0.0,54.0,0,10,39.0,7.0,1.0,0.0,2
3934.0,0,61286.0,34.0,5.0,0.0,0.0,58.0,1,11,608.0,18.0,1.0,0.0,4
6982.0,0,74068.0,14.0,2.0,0.0,0.0,48.0,1,11,1581.0,24.0,0.0,0.0,1
6431.0,1,45759.0,13.0,7.0,0.0,0.0,60.0,1,11,68.0,7.0,2.0,0.0,2
9733.0,2,24882.0,52.0,6.0,0.0,0.0,46.0,1,12,80.0,5.0,1.0,1.0,0
5602.0,1,66973.0,98.0,3.0,0.0,0.0,35.0,1,11,1282.0,28.0,0.0,0.0,1
1324.0,0,38872.0,93.0,8.0,0.0,0.0,36.0,1,11,91.0,8.0,1.0,0.0,2
326.0,0,51148.0,38.0,6.0,0.0,0.0,51.0,1,11,315.0,16.0,2.0,0.0,4
7224.0,0,31353.0,24.0,8.0,0.0,0.0,47.0,1,11,31.0,6.0,2.0,0.0,2
6999.0,1,69661.0,80.0,3.0,0.0,0.0,44.0,1,10,834.0,23.0,0.0,0.0,1
3182.0,1,46854.0,81.0,8.0,0.0,1.0,51.0,0,10,263.0,15.0,2.0,1.0,0
7300.0,0,69142.0,50.0,5.0,0.0,0.0,72.0,0,10,535.0,19.0,1.0,1.0,1
8727.0,0,63693.0,63.0,6.0,0.0,0.0,46.0,0,11,1150.0,29.0,1.0,0.0,4
1030.0,1,40637.0,72.0,7.0,0.0,0.0,59.0,0,11,38.0,6.0,2.0,0.0,2
624.0,1,18890.0,5.0,6.0,0.0,1.0,40.0,0,12,35.0,4.0,0.0,1.0,0
5176.0,0,29604.0,88.0,9.0,0.0,0.0,36.0,1,11,53.0,5.0,1.0,1.0,0
5552.0,1,48721.0,50.0,6.0,0.0,0.0,61.0,0,11,293.0,17.0,2.0,0.0,4
868.0,0,44794.0,99.0,6.0,0.0,0.0,58.0,1,10,65.0,6.0,1.0,0.0,2
380.0,0,64497.0,17.0,8.0,0.0,1.0,70.0,0,12,1804.0,29.0,1.0,1.0,3
2677.0,0,46097.0,11.0,4.0,0.0,0.0,68.0,1,11,241.0,15.0,1.0,0.0,4
6521.0,0,77972.0,18.0,1.0,0.0,0.0,70.0,1,10,1101.0,20.0,0.0,0.0,1
6927.0,1,44377.0,70.0,8.0,0.0,0.0,56.0,1,12,264.0,19.0,2.0,0.0,4
1584.0,0,41443.0,79.0,8.0,0.0,0.0,47.0,1,10,482.0,20.0,1.0,0.0,2
7264.0,2,52195.0,2.0,8.0,0.0,0.0,46.0,0,10,17.0,4.0,3.0,0.0,2
6274.0,1,83790.0,81.0,3.0,0.0,0.0,76.0,1,11,1615.0,25.0,0.0,2.0,1
1377.0,1,44551.0,24.0,7.0,0.0,0.0,70.0,0,11,285.0,12.0,1.0,0.0,2
454.0,0,69508.0,48.0,6.0,0.0,0.0,44.0,1,12,1135.0,28.0,1.0,0.0,4
1755.0,2,45204.0,93.0,3.0,0.0,0.0,36.0,1,10,114.0,7.0,1.0,0.0,2
2075.0,0,72460.0,56.0,1.0,0.0,0.0,55.0,1,11,1047.0,16.0,0.0,0.0,1
4785.0,1,77622.0,3.0,3.0,0.0,0.0,54.0,1,10,714.0,22.0,2.0,0.0,1
9076.0,1,30732.0,44.0,8.0,0.0,0.0,44.0,1,11,185.0,13.0,1.0,0.0,2
7079.0,0,63887.0,38.0,6.0,0.0,0.0,62.0,0,12,1245.0,32.0,1.0,0.0,4
4653.0,0,42011.0,46.0,8.0,0.0,0.0,46.0,1,11,189.0,12.0,1.0,0.0,2
7375.0,0,51369.0,84.0,8.0,0.0,0.0,48.0,1,12,576.0,16.0,1.0,0.0,4
709.0,0,51537.0,27.0,8.0,0.0,0.0,72.0,0,12,1103.0,18.0,1.0,0.0,4
460.0,1,79930.0,72.0,2.0,0.0,0.0,52.0,1,12,1753.0,17.0,0.0,0.0,1
3726.0,1,34320.0,66.0,8.0,0.0,0.0,38.0,1,10,17.0,4.0,1.0,0.0,2
5341.0,2,81975.0,2.0,7.0,0.0,0.0,62.0,0,11,1588.0,14.0,1.0,1.0,3
1606.0,0,38590.0,65.0,8.0,0.0,0.0,53.0,1,11,22.0,4.0,1.0,0.0,2
9617.0,0,15033.0,37.0,3.0,0.0,0.0,73.0,0,10,19.0,5.0,0.0,0.0,2
3233.0,1,62745.0,89.0,5.0,0.0,0.0,59.0,1,11,1117.0,29.0,1.0,0.0,4
89.0,2,22212.0,49.0,6.0,0.0,0.0,49.0,1,11,69.0,8.0,1.0,0.0,2
2936.0,1,23661.0,46.0,7.0,0.0,0.0,42.0,1,11,23.0,5.0,1.0,0.0,2
9449.0,1,79761.0,32.0,3.0,0.0,0.0,66.0,0,11,605.0,19.0,1.0,0.0,1
7297.0,0,7500.0,54.0,7.0,0.0,0.0,51.0,0,11,57.0,11.0,1.0,0.0,2
9940.0,0,64961.0,97.0,3.0,0.0,0.0,66.0,1,12,1009.0,16.0,1.0,0.0,4
10735.0,0,22804.0,75.0,9.0,0.0,0.0,53.0,0,11,26.0,5.0,1.0,0.0,2
6439.0,0,61074.0,37.0,7.0,0.0,0.0,66.0,1,12,1102.0,31.0,1.0,0.0,4
7411.0,1,31686.0,31.0,6.0,0.0,0.0,60.0,1,10,17.0,6.0,2.0,0.0,2
2176.0,0,80134.0,40.0,6.0,0.0,1.0,52.0,1,11,1690.0,16.0,1.0,3.0,3
9265.0,0,75027.0,74.0,5.0,0.0,0.0,71.0,1,11,1390.0,21.0,1.0,0.0,4
8867.0,1,67546.0,90.0,3.0,0.0,0.0,36.0,1,12,2126.0,20.0,0.0,0.0,1
10236.0,1,31160.0,59.0,8.0,0.0,0.0,49.0,0,11,64.0,7.0,1.0,0.0,2
6340.0,0,29938.0,52.0,6.0,0.0,0.0,39.0,0,11,26.0,6.0,1.0,0.0,2
2227.0,2,26490.0,92.0,6.0,0.0,0.0,66.0,1,12,210.0,11.0,0.0,0.0,2
10992.0,0,75702.0,77.0,8.0,0.0,0.0,57.0,1,12,1148.0,26.0,2.0,0.0,4
5304.0,1,30899.0,35.0,6.0,0.0,0.0,50.0,0,12,33.0,6.0,1.0,0.0,0
309.0,1,63342.0,48.0,6.0,0.0,0.0,63.0,1,12,1101.0,19.0,1.0,1.0,4
3406.0,0,45989.0,97.0,3.0,0.0,0.0,60.0,0,12,322.0,16.0,1.0,0.0,4
2661.0,0,18701.0,95.0,5.0,0.0,0.0,60.0,0,11,44.0,10.0,2.0,0.0,2
3153.0,1,40737.0,24.0,8.0,0.0,0.0,67.0,0,11,17.0,4.0,3.0,0.0,2
10264.0,0,15287.0,60.0,7.0,0.0,1.0,45.0,0,12,31.0,6.0,1.0,1.0,0
1184.0,1,69674.0,46.0,5.0,0.0,0.0,56.0,0,11,845.0,25.0,2.0,0.0,4
4200.0,1,44159.0,85.0,5.0,0.0,0.0,54.0,1,10,275.0,15.0,1.0,0.0,2
9396.0,1,37717.0,31.0,9.0,0.0,0.0,46.0,1,12,25.0,4.0,1.0,0.0,0
2387.0,1,43776.0,9.0,8.0,0.0,1.0,72.0,1,11,275.0,17.0,2.0,0.0,0
6690.0,1,38179.0,30.0,7.0,0.0,0.0,58.0,1,11,90.0,11.0,2.0,0.0,2
9703.0,1,38097.0,70.0,7.0,0.0,1.0,54.0,1,12,184.0,11.0,2.0,1.0,0
291.0,0,72940.0,13.0,1.0,0.0,0.0,54.0,1,11,981.0,13.0,0.0,0.0,1
4557.0,0,22070.0,11.0,6.0,0.0,0.0,54.0,1,11,67.0,8.0,1.0,0.0,2
2379.0,0,69267.0,31.0,7.0,0.0,1.0,71.0,0,12,1635.0,14.0,0.0,0.0,3
5726.0,1,31788.0,15.0,5.0,1.0,0.0,41.0,0,10,60.0,10.0,1.0,0.0,2
3066.0,1,61905.0,2.0,5.0,0.0,0.0,49.0,1,10,231.0,12.0,1.0,0.0,2
6336.0,0,29315.0,55.0,6.0,0.0,0.0,64.0,1,10,48.0,10.0,2.0,0.0,2
10967.0,0,33378.0,38.0,7.0,0.0,0.0,61.0,0,11,99.0,9.0,2.0,0.0,2
2304.0,1,66313.0,86.0,4.0,0.0,0.0,61.0,1,11,770.0,23.0,1.0,0.0,4
7828.0,1,77882.0,29.0,1.0,0.0,0.0,43.0,1,10,818.0,12.0,0.0,0.0,1
3762.0,1,69867.0,30.0,1.0,0.0,1.0,38.0,0,11,925.0,17.0,0.0,1.0,3
4391.0,1,63841.0,64.0,6.0,0.0,0.0,56.0,0,11,908.0,22.0,1.0,0.0,4
4669.0,2,24480.0,46.0,7.0,0.0,0.0,43.0,1,11,102.0,10.0,1.0,0.0,2
10144.0,0,51369.0,84.0,8.0,0.0,0.0,48.0,1,12,576.0,16.0,1.0,0.0,4
8652.0,0,37760.0,20.0,7.0,0.0,0.0,78.0,1,12,317.0,13.0,0.0,0.0,4
1672.0,1,65640.0,74.0,2.0,0.0,0.0,50.0,1,10,461.0,15.0,1.0,0.0,1
8962.0,1,44319.0,18.0,5.0,0.0,0.0,49.0,1,10,37.0,7.0,2.0,0.0,2
9974.0,0,30631.0,75.0,7.0,0.0,0.0,50.0,1,11,70.0,7.0,1.0,0.0,2
10983.0,0,75278.0,17.0,3.0,0.0,0.0,72.0,1,11,930.0,23.0,0.0,0.0,1
4697.0,1,35416.0,62.0,8.0,0.0,0.0,75.0,0,11,390.0,16.0,0.0,0.0,4
9262.0,2,32414.0,11.0,7.0,0.0,0.0,40.0,1,11,52.0,5.0,0.0,1.0,0
7254.0,0,38361.0,74.0,7.0,0.0,0.0,55.0,1,11,137.0,10.0,1.0,0.0,2
4927.0,0,16626.0,76.0,9.0,0.0,0.0,53.0,1,10,68.0,9.0,2.0,0.0,2
10451.0,0,29672.0,6.0,6.0,0.0,0.0,59.0,1,11,25.0,4.0,2.0,0.0,2
2926.0,1,55951.0,62.0,8.0,0.0,0.0,72.0,1,12,1374.0,23.0,1.0,2.0,4
2874.0,2,35388.0,20.0,7.0,0.0,0.0,36.0,0,11,32.0,5.0,1.0,0.0,2
9738.0,1,42386.0,43.0,8.0,0.0,0.0,38.0,1,11,100.0,7.0,1.0,0.0,2
7119.0,0,68627.0,45.0,1.0,0.0,0.0,42.0,0,11,825.0,12.0,0.0,0.0,1
3924.0,1,57912.0,34.0,5.0,0.0,0.0,59.0,0,10,916.0,28.0,1.0,1.0,1
5827.0,0,35246.0,53.0,5.0,0.0,0.0,66.0,0,10,62.0,11.0,2.0,0.0,2
5596.0,2,58821.0,44.0,6.0,0.0,0.0,68.0,1,11,728.0,21.0,1.0,0.0,4
